tender_id,name,organization,location,submission_deadline,initiation_date,details_url,original_source_url,original_source_type,found_in_section
397379-2025,Poland – Road-maintenance vehicles – ZAKUP WRAZ Z DOSTAWĄ SZEŚCIU ZAMIATAREK CHODNIKOWO - ULICZNYCH DLA ZAKŁADU GOSPODARKI KOMUNALNEJ SP. Z O.O. Z PODZIAŁEM NA DWA ZADANIA,Zakład Gospodarki Komunalnej Sp. z o.o.,Poland,2025-07-22 12:30,2025-06-19,https://ted.europa.eu/en/notice/-/detail/397379-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,Warunki udzielenia zamówienia
397374-2025,Poland – Engineering design services for the construction of civil engineering works – Opracowanie dokumentacji projektowo kosztorysowej budowy brodów w Nadleśnictwie Jeleśnia,Państwowe Gospodarstwo Leśne Lasy Państwowe Nadleśnictwo Jeleśnia,Poland,2025-07-22 11:00,2025-06-19,https://ted.europa.eu/en/notice/-/detail/397374-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
396635-2025,Poland – Firefighting vehicles – Zakup średniego samochodu ratowniczo-gaśniczego z napędem 4x4 dla Ochotniczej Straży Pożarnej w Świeszynie na rzecz Pomorza Zachodniego,OCHOTNICZA STRAŻ POŻARNA W ŚWIESZYNIE,Poland,2025-07-03 11:00,2025-06-19,https://ted.europa.eu/en/notice/-/detail/396635-2025,https://platformazakupowa.pl/transakcja/1115819,platformazakupowa,General links
396263-2025,Poland – Repair and maintenance services – Świadczenie usług serwisowania sprzętu medycznego na potrzeby Zakładów i Pracowni Stomatologicznych oraz Klinik Psychiatrycznych Centralnego Szpitala Klinicznego Uniwersytetu Medycznego w Łodzi,Samodzielny Publiczny Zakład Opieki Zdrowotnej Centralny Szpital Kliniczny Uniwersytetu Medycznego w Łodzi,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/396263-2025,https://platformazakupowa.pl/pn/csk_umed,platformazakupowa,General links
396298-2025,Poland – Vehicles for refuse – „Dostawa pojazdu na podwoziu trzyosiowym z nadwoziem dwukomorowym do odbioru odpadów komunalnych”.,Przedsiębiorstwo Gospodarki Komunalnej Spółka z o.o. w Koszalinie,Poland,2025-07-21 08:00,2025-06-19,https://ted.europa.eu/en/notice/-/detail/396298-2025,https://platformazakupowa.pl/transakcja/1126941Uwaga!Wyci,platformazakupowa,General links
395602-2025,Poland – Repair and maintenance services – Świadczenie usług serwisowania sprzętu medycznego na potrzeby Zakładów i Pracowni Stomatologicznych oraz Klinik Psychiatrycznych Centralnego Szpitala Klinicznego Uniwersytetu Medycznego w Łodzi,Samodzielny Publiczny Zakład Opieki Zdrowotnej Centralny Szpital Kliniczny Uniwersytetu Medycznego w Łodzi,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/395602-2025,https://platformazakupowa.pl/pn/csk_umed,platformazakupowa,General links
395860-2025,Poland – Repair and maintenance services – Świadczenie usług serwisowania sprzętu medycznego na potrzeby Zakładów i Pracowni Stomatologicznych oraz Klinik Psychiatrycznych Centralnego Szpitala Klinicznego Uniwersytetu Medycznego w Łodzi,Samodzielny Publiczny Zakład Opieki Zdrowotnej Centralny Szpital Kliniczny Uniwersytetu Medycznego w Łodzi,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/395860-2025,https://platformazakupowa.pl/pn/csk_umed,platformazakupowa,General links
396003-2025,Poland – Repair and maintenance services – Świadczenie usług serwisowania sprzętu medycznego na potrzeby Zakładów i Pracowni Stomatologicznych oraz Klinik Psychiatrycznych Centralnego Szpitala Klinicznego Uniwersytetu Medycznego w Łodzi,Samodzielny Publiczny Zakład Opieki Zdrowotnej Centralny Szpital Kliniczny Uniwersytetu Medycznego w Łodzi,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/396003-2025,https://platformazakupowa.pl/pn/csk_umed,platformazakupowa,General links
396280-2025,"Poland – IT software development services – Usługa wdrożenia systemu informatycznego klasy ERP wraz z udzieleniem licencji, świadczeniem usługi nadzoru autorskiego i serwisu oraz szkoleniem użytkowników,",Wojewódzki Szpital Specjalistyczny we Wrocławiu,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/396280-2025,https://www.platformazakupowa.pl/pn/wssk_wroclaw,platformazakupowa,General links
396478-2025,Poland – Vehicles for refuse – Dostawa śmieciarki z zabudową o poj. min. 16 m3 z dźwigiem typu HDS i zasobnikiem min. 5m3 do obsługi pojemników półpodziemnych,Zakład Utylizacji Odpadów Sp. z o. o.,Poland,2025-07-24 11:00,2025-06-19,https://ted.europa.eu/en/notice/-/detail/396478-2025,https://platformazakupowa.pl/transakcja/1124178Szczeg,platformazakupowa,General links
396684-2025,Poland – Repair and maintenance services – Świadczenie usług serwisowania sprzętu medycznego na potrzeby Zakładów i Pracowni Stomatologicznych oraz Klinik Psychiatrycznych Centralnego Szpitala Klinicznego Uniwersytetu Medycznego w Łodzi,Samodzielny Publiczny Zakład Opieki Zdrowotnej Centralny Szpital Kliniczny Uniwersytetu Medycznego w Łodzi,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/396684-2025,https://platformazakupowa.pl/pn/csk_umed,platformazakupowa,General links
395575-2025,Poland – Research and development services and related consultancy services – Detekcja miejsc odkrywkowej eksploatacji kopalin,Polska Agencja Kosmiczna,Poland,2025-06-27 10:00,2025-06-19,https://ted.europa.eu/en/notice/-/detail/395575-2025,https://platformazakupowa.pl/pn/polsa/proceedings,platformazakupowa,General links
396109-2025,"Poland – Software implementation services – Dostawa oprogramowania wraz z usługami wdrożenia, szkolenia i opieki serwisowej - Ujednolicenia systemów HIS i ERP",Szpital Wojewódzki w Poznaniu,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/396109-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
396139-2025,Poland – Secondary road construction work – Zabezpieczenie przeciwerozyjne szlaków zrywkowych w Nadleśnictwie Limanowa w 2025 roku,Nadleśnictwo Limanowa,Poland,2025-07-24 10:00,2025-06-19,https://ted.europa.eu/en/notice/-/detail/396139-2025,https://platformazakupowa.pl/transakcja/1129238,platformazakupowa,General links
396175-2025,Poland – Spectrometers – Dostawę spektrometru magnetycznego rezonansu jądrowego 400 MHz wysokiej zdolności rozdzielczej,Politechnika Warszawska,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/396175-2025,https://platformazakupowa.pl/transakcja/1010267,platformazakupowa,General links
396328-2025,"Poland – Credit granting services – Udzielenie i obsługa długoterminowego kredytu na spłatę wcześniej zaciągniętego kredytu oraz na występujący deficyt w wysokości 11 900 000,00 zł",Gmina Darłowo,Poland,2025-07-21 10:00,2025-06-19,https://ted.europa.eu/en/notice/-/detail/396328-2025,https://ezamowienia.gov.pl,ezamowienia,General links
395960-2025,"Poland – Media storage and reader devices – Rozbudowa dwóch macierzy NetApp FAS 2820 o dwie dodatkowe półki dyskowe z 24 dyskami min. 15,3 TB SSD każda wraz z niezbędnym osprzętem i okablowaniem",Rządowa Agencja Rezerw Strategicznych,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/395960-2025,https://rars.ezamawiajacy.pl,ezamawiajacy,General links
395987-2025,"Poland – Information and promotion products – Wykonanie i dostarczenie do siedziby Zamawiającego materiałów brandingowych, wystawienniczych z nadrukiem, budujących świadomość marki: Fundusze Europejskie",Województwo Małopolskie,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/395987-2025,https://ezamowienia.gov.pl,ezamowienia,General links
396713-2025,"Poland – X-ray inspection equipment – Dostawa platformy szkoleniowej wraz z wyposażeniem sali szkoleniowej do nauki i interpretacji obrazów z urządzeń RTG, urządzenia rentgenowskiego do skanowania bagaży, wykonaniem instalacji elektrycznej i teleinformatycznej i przeprowadzeniem szkolenia w zakresie obsługi urządzeń.",Krajowa Szkoła Skarbowości,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/396713-2025,https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-918a4032-884d-11ee-9fb5-3edbb70f45bd,ezamowienia,General links
396491-2025,Poland – Tyres for motor cars – Sukcesywne dostawy opon letnich,Komenda Stołeczna Policji,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/396491-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
398557-2025,Poland – Repair and maintenance services – Świadczenie usług serwisowania sprzętu medycznego na potrzeby Zakładów i Pracowni Stomatologicznych oraz Klinik Psychiatrycznych Centralnego Szpitala Klinicznego Uniwersytetu Medycznego w Łodzi,Samodzielny Publiczny Zakład Opieki Zdrowotnej Centralny Szpital Kliniczny Uniwersytetu Medycznego w Łodzi,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/398557-2025,https://platformazakupowa.pl/pn/csk_umed,platformazakupowa,General links
398853-2025,Poland – Repair and maintenance services – Świadczenie usług serwisowania sprzętu medycznego na potrzeby Zakładów i Pracowni Stomatologicznych oraz Klinik Psychiatrycznych Centralnego Szpitala Klinicznego Uniwersytetu Medycznego w Łodzi,Samodzielny Publiczny Zakład Opieki Zdrowotnej Centralny Szpital Kliniczny Uniwersytetu Medycznego w Łodzi,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/398853-2025,https://platformazakupowa.pl/pn/csk_umed,platformazakupowa,General links
398753-2025,Poland – Forestry services – „Wykonanie zabiegów ochronny czynnej obejmujące koszenie oraz usuwanie nalotu i podrostów drzew i krzewów”,Skarb Państwa Państwowe Gospodarstwo Leśne Lasy Państwowe Nadleśnictwo Płytnica z siedzibą w Nowej Szwecji,Poland,2025-06-30 10:00,2025-06-19,https://ted.europa.eu/en/notice/-/detail/398753-2025,https://zamowienia.pila.lasy.gov.pl/pn/lasy/demand/213149/notice/public/details,gov_platform_zamowienia.pila.lasy.gov.pl,Dokumenty zamówienia
398657-2025,Poland – Cleaning services – Specjalistyczne mycie i przeglądy rolet na wieżach kontroli lotów,Polska Agencja Żeglugi Powietrznej,Poland,2025-07-08 09:00,2025-06-19,https://ted.europa.eu/en/notice/-/detail/398657-2025,https://pansa.ezamawiajacy.pl/pn/PANSA/demand/213147/notice/public/details,ezamawiajacy,General links
398637-2025,"Poland – Forestry services – „Usuwanie drzew i krzewów z powierzchni siedliska przyrodniczego (7230) oraz siedliska gatunku (Liparis loeselii) wraz z wyniesieniem pozyskanej biomasy poza jego granice w okresie wrzesień-grudzień 2025 r."", w ramach projektu pn. „Razem dla natury – ochrona gatunków i siedlisk na terenach cennych przyrodniczo”.",Skarb Państwa Państwowe Gospodarstwo Leśne Lasy Państwowe Nadleśnictwo Sława Śląska,Poland,2025-07-23 10:00,2025-06-19,https://ted.europa.eu/en/notice/-/detail/398637-2025,https://ezamowienia.gov.pl/pl/regulamin/#regulaminserwisu,ezamowienia,General links
397253-2025,"Poland – Building completion work – Wykonanie robót branży budowlanej w budynku biurowym przy Pl. Starynkiewicza 5 w Warszawie, Dzielnica Ochota.",Miejskie Przedsiębiorstwo Wodociągów i Kanalizacji w m. st. Warszawie S.A.,Poland,2025-07-03 11:00,2025-06-19,https://ted.europa.eu/en/notice/-/detail/397253-2025,https://mpwik-waw.eb2b.com.pl,eb2b,General links
398856-2025,Poland – Refuse and waste related services – Odbiór i zagospodarowanie odpadów komunalnych z miasta Ząbki,Miasto Ząbki (2),Poland,2025-07-23 11:00,2025-06-19,https://ted.europa.eu/en/notice/-/detail/398856-2025,https://platformazakupowa.pl/pn/zabki,platformazakupowa,General links
397498-2025,Poland – Parts of firearms and ammunition – Dostawa podzespołów do broni II,Jednostka Wojskowa Nr 4026,Poland,2025-06-30 08:00,2025-06-19,https://ted.europa.eu/en/notice/-/detail/397498-2025,https://platformazakupowa.pl/transakcja/1129194,platformazakupowa,General links
397565-2025,Poland – Medical specialist services – Konkurs ofert na udzielanie zabiegowych świadczeń zdrowotnych w Szpitalnym Oddziale Ratunkowym.,Szpital Wojewódzki im. Jana Pawła II w Bełchatowie,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/397565-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
397720-2025,"Poland – Refuse and waste related services – Odbiór, wywóz (transport) i unieszkodliwianie odpadów medycznych z Katowickiego Centrum Onkologii w Katowicach",Katowickie Centrum Onkologii,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/397720-2025,https://kco.ezamawiajacy.pl/servlet/HomeServlet,ezamawiajacy,General links
397735-2025,Poland – Repair and maintenance services – Świadczenie usług serwisowania sprzętu medycznego na potrzeby Zakładów i Pracowni Stomatologicznych oraz Klinik Psychiatrycznych Centralnego Szpitala Klinicznego Uniwersytetu Medycznego w Łodzi,Samodzielny Publiczny Zakład Opieki Zdrowotnej Centralny Szpital Kliniczny Uniwersytetu Medycznego w Łodzi,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/397735-2025,https://platformazakupowa.pl/pn/csk_umed,platformazakupowa,General links
398066-2025,Poland – Repair and maintenance services – Świadczenie usług serwisowania sprzętu medycznego na potrzeby Zakładów i Pracowni Stomatologicznych oraz Klinik Psychiatrycznych Centralnego Szpitala Klinicznego Uniwersytetu Medycznego w Łodzi,Samodzielny Publiczny Zakład Opieki Zdrowotnej Centralny Szpital Kliniczny Uniwersytetu Medycznego w Łodzi,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/398066-2025,https://platformazakupowa.pl/pn/csk_umed,platformazakupowa,General links
398305-2025,Poland – Orthopaedic implants – Dostawa implantów i endoprotez ortopedycznych I,Ortopedyczno – Rehabilitacyjny Szpital Kliniczny im. Wiktora Degi Uniwersytetu Medycznego im. Karola Marcinkowskiego w Poznaniu,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/398305-2025,https://platformazakupowa.pl/pn/orsk_poznan,platformazakupowa,General links
398408-2025,"Poland – Services related to printing – Dzierżawa i obsługa drukarek, wielofunkcyjnych urządzeń drukująco-kopiująco-skanujących oraz urządzeń biurowych w Sądzie Okręgowym w Bydgoszczy i podległych sądach funkcjonalnych",Sąd Okręgowy w Bydgoszczy,Poland,2025-07-18 09:00,2025-06-19,https://ted.europa.eu/en/notice/-/detail/398408-2025,https://platformazakupowa.pl/transakcja/1127620,platformazakupowa,General links
398415-2025,Poland – Prepared animal feeds for farm and other animals – Mieszanka paszowa mineralno-witaminowa 1% dla cieląt,"Instytut Zootechniki - Państwowy Instytut Badawczy 31-047 Kraków, ul. Sarego 2 Zakład Doświadczalny Pawłowice",Poland,2025-07-22 09:00,2025-06-19,https://ted.europa.eu/en/notice/-/detail/398415-2025,https://ezamowienia.gov.pl,ezamowienia,General links
398546-2025,Poland – Repair and maintenance services – Świadczenie usług serwisowania sprzętu medycznego na potrzeby Zakładów i Pracowni Stomatologicznych oraz Klinik Psychiatrycznych Centralnego Szpitala Klinicznego Uniwersytetu Medycznego w Łodzi,Samodzielny Publiczny Zakład Opieki Zdrowotnej Centralny Szpital Kliniczny Uniwersytetu Medycznego w Łodzi,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/398546-2025,https://platformazakupowa.pl/pn/csk_umed,platformazakupowa,General links
396755-2025,Poland – Repair and maintenance services – Świadczenie usług serwisowania sprzętu medycznego na potrzeby Zakładów i Pracowni Stomatologicznych oraz Klinik Psychiatrycznych Centralnego Szpitala Klinicznego Uniwersytetu Medycznego w Łodzi,Samodzielny Publiczny Zakład Opieki Zdrowotnej Centralny Szpital Kliniczny Uniwersytetu Medycznego w Łodzi,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/396755-2025,https://platformazakupowa.pl/pn/csk_umed,platformazakupowa,General links
397125-2025,"Poland – Passenger cars – Zakup 44 szt. samochodów osobowych, dostawczych i pick-upów dla Lotniska Chopina w Warszawie oraz Lotniska Zielona Góra - Babimost",Polskie Porty Lotnicze SA,Poland,2025-07-07 10:00,2025-06-19,https://ted.europa.eu/en/notice/-/detail/397125-2025,https://ppl.ezamawiajacy.pl/pn/PPL/demand/196522/notice/public/details,ezamawiajacy,General links
397137-2025,Poland – Printing and related services – Świadczenie usługi wsparcia dla posiadanych przełączników sieci SAN,Centrum Informatyki Resortu Finansów,Poland,2025-07-04 10:00,2025-06-19,https://ted.europa.eu/en/notice/-/detail/397137-2025,https://portal.smartpzp.pl/cirf,smartpzp,General links
397757-2025,Poland – Repair and maintenance services – Świadczenie usług serwisowania sprzętu medycznego na potrzeby Zakładów i Pracowni Stomatologicznych oraz Klinik Psychiatrycznych Centralnego Szpitala Klinicznego Uniwersytetu Medycznego w Łodzi,Samodzielny Publiczny Zakład Opieki Zdrowotnej Centralny Szpital Kliniczny Uniwersytetu Medycznego w Łodzi,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/397757-2025,https://platformazakupowa.pl/pn/csk_umed,platformazakupowa,General links
397854-2025,Poland – Miscellaneous food products – Dostawy artykułów żywnościowych różnych - znak sprawy Z/6/PN/25,Regionalny Szpital Specjalistyczny im. dr Władysława Biegańskiego,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/397854-2025,https://platformazakupowa.pl/pn/bieganski,platformazakupowa,General links
396967-2025,"Poland – Medical equipments – DOSTAWA SPRZĘTU MEDYCZNEGO (sprzęt do endoskopii) W RAMACH PROGRAMU „Rozwój onkologii w Sosnowieckim Szpitalu Miejskim w ramach sieci SOLO w kierunku diagnostyki i zabiegów na chirurgii, ginekologii oraz urologii",Sosnowiecki Szpital Miejski Sp. z o.o. w restrukturyzacji,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/396967-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
397123-2025,Poland – Refuse and waste related services – Odbiór i zagospodarowanie odpadów komunalnych od właścicieli nieruchomości zamieszkałych na terenie Gminy Połajewo,GMINA POŁAJEWO,Poland,2025-06-30 08:00,2025-06-19,https://ted.europa.eu/en/notice/-/detail/397123-2025,https://polajewo.ezamawiajacy.pl,ezamawiajacy,General links
397017-2025,Poland – Architectural and related services – opracowanie dokumentacji projektowej przeprowadzenia remontu kapitalnego i przebudowy budynków przy ul. Płockiej 2B i 2C w Warszawie.,Zakład Gospodarowania Nieruchomościami w Dzielnicy Wola m.st. Warszawy,Poland,2025-07-28 09:00,2025-06-19,https://ted.europa.eu/en/notice/-/detail/397017-2025,https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-645d7dbe-3ae1-4c91-980c-114b1f06d982,ezamowienia,General links
397254-2025,Poland – Medical consumables – dostawy materiałów medycznych jednorazowego użytku - (pakiet nr 70),"5. Wojskowy Szpital Kliniczny z Polikliniką, Samodzielny Publiczny Zakład Opieki Zdrowotnej",Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/397254-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
397093-2025,"Poland – Security services – Zapewnienie ochrony osób, mienia i obiektów GIG-PIB zgodnie z ustawą o ochronie osób i mienia, ustawą o ochronie informacji niejawnych i przepisami wewnętrznymi Instytutu",Główny Instytut Górnictwa - Państwowy Instytut Badawczy,Poland,2025-07-24 10:00,2025-06-19,https://ted.europa.eu/en/notice/-/detail/397093-2025,https://ezamowienia.gov.pl,ezamowienia,General links
397556-2025,Poland – Repair and maintenance services – Świadczenie usług serwisowania sprzętu medycznego na potrzeby Zakładów i Pracowni Stomatologicznych oraz Klinik Psychiatrycznych Centralnego Szpitala Klinicznego Uniwersytetu Medycznego w Łodzi,Samodzielny Publiczny Zakład Opieki Zdrowotnej Centralny Szpital Kliniczny Uniwersytetu Medycznego w Łodzi,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/397556-2025,https://platformazakupowa.pl/pn/csk_umed,platformazakupowa,General links
397466-2025,Poland – Repair and maintenance services – Świadczenie usług serwisowania sprzętu medycznego na potrzeby Zakładów i Pracowni Stomatologicznych oraz Klinik Psychiatrycznych Centralnego Szpitala Klinicznego Uniwersytetu Medycznego w Łodzi,Samodzielny Publiczny Zakład Opieki Zdrowotnej Centralny Szpital Kliniczny Uniwersytetu Medycznego w Łodzi,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/397466-2025,https://platformazakupowa.pl/pn/csk_umed,platformazakupowa,General links
397784-2025,Poland – Orthopaedic supplies – Dostawa implantów i wyrobów medycznych jednorazowego użytku do artroskopii na okres 14 miesięcy,107 Szpital Wojskowy z Przychodnią SPZOZ w Wałczu,Poland,2025-07-22 09:00,2025-06-19,https://ted.europa.eu/en/notice/-/detail/397784-2025,https://platformazakupowa.pl/transakcja/1129755,platformazakupowa,General links
397921-2025,"Poland – Passenger cars – Dostawa 32 fabrycznie nowych samochodów osobowych wyposażonych i przeznaczonych do egzaminowania na prawo jazdy kat. B, z jednoczesnym odkupem 24 samochodów osobowych Hyundai i20 stanowiących własność WORD w Warszawie.",Wojewódzki Ośrodek Ruchu Drogowego w Warszawie,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/397921-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
398110-2025,"Poland – Medical equipments – Doposażenie Oddziałów Szpitalnych w aparat do znieczulenia, respirator, ramię C, w aparat do pomiaru rzutu serca i kardiomonitory w ramach projektu pn. Medycyna ratunkowa w sytuacjach kryzysowych -dofinansowane ze środków INTERREG VI A Litwa Polska 2021-2027",Szpital Wojewódzki im. dr. Ludwika Rydygiera w Suwałkach,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/398110-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
398181-2025,"Poland – Data services – Aktualizacja i rozbudowa systemu do harmonizacji zbiorów danych przestrzennych z uzupełnieniem zasobu zharmonizowanych danych, wdrożenie systemu geologicznej grafowej bazy wiedzy (etap I), aktualizacja i rozbudowa katalogu metadanych wraz z ich wsparciem i asystą techniczną",Państwowy Instytut Geologiczny - Państwowy Instytut Badawczy,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/398181-2025,https://platformazakupowa.pl/pn/pgi,platformazakupowa,General links
396866-2025,Poland – Repair and maintenance services – Świadczenie usług serwisowania sprzętu medycznego na potrzeby Zakładów i Pracowni Stomatologicznych oraz Klinik Psychiatrycznych Centralnego Szpitala Klinicznego Uniwersytetu Medycznego w Łodzi,Samodzielny Publiczny Zakład Opieki Zdrowotnej Centralny Szpital Kliniczny Uniwersytetu Medycznego w Łodzi,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/396866-2025,https://platformazakupowa.pl/pn/csk_umed,platformazakupowa,General links
396986-2025,Poland – Training simulators – Dostawa mobilnego trenażera pożarowego LPG i acetylenu - 20 sztuk,KOMENDA WOJEWÓDZKA PAŃSTWOWEJ STRAŻY POŻARNEJ W GDAŃSKU,"Poland, Poland, Poland, Poland, Poland",,2025-06-19,https://ted.europa.eu/en/notice/-/detail/396986-2025,https://platformazakupowa.pl/pn/kwpsp_gdansk,platformazakupowa,General links
397493-2025,Poland – Repair and maintenance services – Świadczenie usług serwisowania sprzętu medycznego na potrzeby Zakładów i Pracowni Stomatologicznych oraz Klinik Psychiatrycznych Centralnego Szpitala Klinicznego Uniwersytetu Medycznego w Łodzi,Samodzielny Publiczny Zakład Opieki Zdrowotnej Centralny Szpital Kliniczny Uniwersytetu Medycznego w Łodzi,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/397493-2025,https://platformazakupowa.pl/pn/csk_umed,platformazakupowa,General links
397824-2025,Poland – Repair and maintenance services – Świadczenie usług serwisowania sprzętu medycznego na potrzeby Zakładów i Pracowni Stomatologicznych oraz Klinik Psychiatrycznych Centralnego Szpitala Klinicznego Uniwersytetu Medycznego w Łodzi,Samodzielny Publiczny Zakład Opieki Zdrowotnej Centralny Szpital Kliniczny Uniwersytetu Medycznego w Łodzi,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/397824-2025,https://platformazakupowa.pl/pn/csk_umed,platformazakupowa,General links
397820-2025,"Poland – Teaching supplies – „Wyposażenie dwóch pracowni BCU w Lęborku – sprzęt, maszyny, symulatory i urządzenia specjalistyczne niezbędne do nauczania w zakresie dziedziny energetyki odnawialnej (wiatrowej)",Powiat Lęborski,Poland,2025-07-21 11:00,2025-06-19,https://ted.europa.eu/en/notice/-/detail/397820-2025,https://platformazakupowa.pl/transakcja/1119748,platformazakupowa,General links
397753-2025,Poland – Engineering design services – Opracowanie dokumentacji projektowej budowy oświetlenia energooszczędnego na terenie miasta Bydgoszczy program zwiększenia efektywności energetycznej oświetlenia (Bydgoszcz - Energy),Zarząd Dróg Miejskich i Komunikacji Publicznej w Bydgoszczy,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/397753-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
397651-2025,Poland – Medical hospital services – 1. Udzielanie świadczeń zdrowotnych z zakresu chorób zakaźnych w Śląskim Centrum Chorób Zakaźnych w trakcie zwykłej ordynacji czasu pracy oraz dyżurów medycznych. 2. Udzielanie świadczeń zdrowotnych z zakresu chorób zakaźnych w Poradniach Śląskiego Centrum Chorób Zakaźnych.,Górnośląskie Centrum Medyczne im. prof. Leszka Gieca Śląskiego Uniwersytetu Medycznego w Katowicach,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/397651-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
396883-2025,Poland – Construction work – Roboty budowlane związane z „Budową obwodnicy Ciechanowca w ciągu drogi wojewódzkiej Nr 690”.,Podlaski Zarząd Dróg Wojewódzkich w Białymstoku,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/396883-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
396888-2025,Poland – Market research services – „Świadczenie usług na realizację badań ilościowych i jakościowych w ramach umowy ramowej”,Naukowa i Akademicka Sieć Komputerowa - Państwowy Instytut Badawczy,Poland,2025-06-25 11:00,2025-06-19,https://ted.europa.eu/en/notice/-/detail/396888-2025,https://nask.eb2b.com.pl,eb2b,General links
397537-2025,"Poland – Supervision of building work – Pełnienie nadzoru nad realizacją Robót oraz zarządzanie Kontraktem pn. ""Rozbudowa drogi krajowej nr 25 na odcinku Obodowo-Mąkowarsko""",Generalna Dyrekcja Dróg Krajowych i Autostrad,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/397537-2025,https://gddkia.eb2b.com.pl,eb2b,General links
397600-2025,Poland – Repair and maintenance services – Świadczenie usług serwisowania sprzętu medycznego na potrzeby Zakładów i Pracowni Stomatologicznych oraz Klinik Psychiatrycznych Centralnego Szpitala Klinicznego Uniwersytetu Medycznego w Łodzi,Samodzielny Publiczny Zakład Opieki Zdrowotnej Centralny Szpital Kliniczny Uniwersytetu Medycznego w Łodzi,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/397600-2025,https://platformazakupowa.pl/pn/csk_umed,platformazakupowa,General links
397677-2025,Poland – Repair and maintenance services – Świadczenie usług serwisowania sprzętu medycznego na potrzeby Zakładów i Pracowni Stomatologicznych oraz Klinik Psychiatrycznych Centralnego Szpitala Klinicznego Uniwersytetu Medycznego w Łodzi,Samodzielny Publiczny Zakład Opieki Zdrowotnej Centralny Szpital Kliniczny Uniwersytetu Medycznego w Łodzi,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/397677-2025,https://platformazakupowa.pl/pn/csk_umed,platformazakupowa,General links
